hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
,protein_coding,ENSG00000283239,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000283411,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TPTEP2-CSNK1E,protein_coding,ENSG00000283900,No enriched GO,kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000283982,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000284341,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000284829,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000284968,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000285245,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000285314,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000285338,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000285458,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000285508,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000285539,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000285542,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000285596,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000285693,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000285816,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286159,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286195,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286555,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286863,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286904,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286932,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000286961,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C2orf27A,lncRNA,ENSG00000287151,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287242,"Neurogenesis,No enriched GO",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287249,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287348,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287364,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287451,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,core,non DEG
,lncRNA,ENSG00000287533,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HERC3,protein_coding,ENSG00000287542,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287629,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287799,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287844,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000287900,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000288033,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000288044,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000288473,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000288543,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000288591,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000288656,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CASP10,protein_coding,ENSG00000003400,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CFLAR,protein_coding,ENSG00000003402,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
KDM1A,protein_coding,ENSG00000004487,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PRKAR2B,protein_coding,ENSG00000005249,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MYCBP2,protein_coding,ENSG00000005810,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GTF2IRD1,protein_coding,ENSG00000006704,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TEAD3,protein_coding,ENSG00000007866,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CDKL5,protein_coding,ENSG00000008086,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
VTA1,protein_coding,ENSG00000009844,No enriched GO,No_kegg,AD_cluster3,core,non DEG
BRCA1,protein_coding,ENSG00000012048,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RUFY3,protein_coding,ENSG00000018189,No enriched GO,No_kegg,AD_cluster3,core,non DEG
AKAP11,protein_coding,ENSG00000023516,No enriched GO,No_kegg,AD_cluster3,core,non DEG
TBPL1,protein_coding,ENSG00000028839,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ARHGAP31,protein_coding,ENSG00000031081,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
KATNIP,protein_coding,ENSG00000047578,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
WWC3,protein_coding,ENSG00000047644,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
LMO3,protein_coding,ENSG00000048540,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC4A8,protein_coding,ENSG00000050438,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
AP5M1,protein_coding,ENSG00000053770,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PHF21B,protein_coding,ENSG00000056487,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
BCAT1,protein_coding,ENSG00000060982,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NCKAP1,protein_coding,ENSG00000061676,No enriched GO,No_kegg,AD_cluster3,core,non DEG
SNAP91,protein_coding,ENSG00000065609,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC9A7,protein_coding,ENSG00000065923,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PDK3,protein_coding,ENSG00000067992,No enriched GO,No_kegg,AD_cluster3,core,non DEG
TTC7A,protein_coding,ENSG00000068724,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ATP2B1,protein_coding,ENSG00000070961,No enriched GO,No_kegg,AD_cluster3,core,non DEG
SLC6A15,protein_coding,ENSG00000072041,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
STK10,protein_coding,ENSG00000072786,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NSF,protein_coding,ENSG00000073969,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ARHGEF10L,protein_coding,ENSG00000074964,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
BCAP29,protein_coding,ENSG00000075790,No enriched GO,No_kegg,AD_cluster3,core,non DEG
RBMS2,protein_coding,ENSG00000076067,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ACACB,protein_coding,ENSG00000076555,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MAP2,protein_coding,ENSG00000078018,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TULP3,protein_coding,ENSG00000078246,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
DDX1,protein_coding,ENSG00000079785,No enriched GO,No_kegg,AD_cluster3,core,non DEG
RSBN1,protein_coding,ENSG00000081019,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ZNF510,protein_coding,ENSG00000081386,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
EPB41L3,protein_coding,ENSG00000082397,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
OPRK1,protein_coding,ENSG00000082556,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ITGB5,protein_coding,ENSG00000082781,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
OXCT1,protein_coding,ENSG00000083720,No enriched GO,No_kegg,AD_cluster3,core,non DEG
SCAMP1,protein_coding,ENSG00000085365,No enriched GO,No_kegg,AD_cluster3,core,non DEG
SEH1L,protein_coding,ENSG00000085415,No enriched GO,No_kegg,AD_cluster3,core,non DEG
RFX2,protein_coding,ENSG00000087903,No enriched GO,No_kegg,AD_cluster3,non core,Up-regulated
SLC8B1,protein_coding,ENSG00000089060,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PXN,protein_coding,ENSG00000089159,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
ZBTB25,protein_coding,ENSG00000089775,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC17A6,protein_coding,ENSG00000091664,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NUP188,protein_coding,ENSG00000095319,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TBC1D2,protein_coding,ENSG00000095383,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ZNF184,protein_coding,ENSG00000096654,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ABL1,protein_coding,ENSG00000097007,Cytoskeleton organization,No_kegg,AD_cluster3,core,non DEG
CATSPERG,protein_coding,ENSG00000099338,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MAPK1,protein_coding,ENSG00000100030,No enriched GO,kegg,AD_cluster3,non core,non DEG
ASCC2,protein_coding,ENSG00000100325,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FKBP3,protein_coding,ENSG00000100442,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
AP4S1,protein_coding,ENSG00000100478,No enriched GO,No_kegg,AD_cluster3,core,non DEG
GNPNAT1,protein_coding,ENSG00000100522,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PPM1A,protein_coding,ENSG00000100614,No enriched GO,No_kegg,AD_cluster3,core,non DEG
GSKIP,protein_coding,ENSG00000100744,No enriched GO,No_kegg,AD_cluster3,core,Down-regulated
PAPLN,protein_coding,ENSG00000100767,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
C14orf93,protein_coding,ENSG00000100802,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SEC23A,protein_coding,ENSG00000100934,No enriched GO,No_kegg,AD_cluster3,core,non DEG
NINL,protein_coding,ENSG00000101004,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MOSPD1,protein_coding,ENSG00000101928,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC25A14,protein_coding,ENSG00000102078,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
HTR2A,protein_coding,ENSG00000102468,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NDFIP2,protein_coding,ENSG00000102471,No enriched GO,No_kegg,AD_cluster3,core,non DEG
FGF9,protein_coding,ENSG00000102678,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
VPS35L,protein_coding,ENSG00000103544,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FAH,protein_coding,ENSG00000103876,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ZFAND1,protein_coding,ENSG00000104231,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FZD3,protein_coding,ENSG00000104290,No enriched GO,kegg,AD_cluster3,non core,non DEG
CALB1,protein_coding,ENSG00000104327,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MTMR9,protein_coding,ENSG00000104643,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ARHGEF10,protein_coding,ENSG00000104728,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
PMPCB,protein_coding,ENSG00000105819,No enriched GO,No_kegg,AD_cluster3,core,non DEG
MET,protein_coding,ENSG00000105976,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
TAX1BP1,protein_coding,ENSG00000106052,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GARS1,protein_coding,ENSG00000106105,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
WASL,protein_coding,ENSG00000106299,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ZNF862,protein_coding,ENSG00000106479,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SFRP4,protein_coding,ENSG00000106483,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TSPAN13,protein_coding,ENSG00000106537,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MRPL32,protein_coding,ENSG00000106591,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SPIN1,protein_coding,ENSG00000106723,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TMEM245,protein_coding,ENSG00000106771,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
AKNA,protein_coding,ENSG00000106948,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ELAVL2,protein_coding,ENSG00000107105,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SHB,protein_coding,ENSG00000107338,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ATRNL1,protein_coding,ENSG00000107518,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RAB11FIP2,protein_coding,ENSG00000107560,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PALD1,protein_coding,ENSG00000107719,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CDH23,protein_coding,ENSG00000107736,No enriched GO,No_kegg,AD_cluster3,non core,Up-regulated
PPP3CB,protein_coding,ENSG00000107758,No enriched GO,kegg,AD_cluster3,core,non DEG
DNAJC12,protein_coding,ENSG00000108176,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MED31,protein_coding,ENSG00000108590,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MYH3,protein_coding,ENSG00000109063,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PHF12,protein_coding,ENSG00000109118,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GABRA4,protein_coding,ENSG00000109158,No enriched GO,No_kegg,AD_cluster3,core,non DEG
TBC1D9,protein_coding,ENSG00000109436,No enriched GO,No_kegg,AD_cluster3,non core,Down-regulated
GLRB,protein_coding,ENSG00000109738,No enriched GO,No_kegg,AD_cluster3,core,non DEG
FBXO3,protein_coding,ENSG00000110429,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ELMOD1,protein_coding,ENSG00000110675,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PRPF40B,protein_coding,ENSG00000110844,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ACAD10,protein_coding,ENSG00000111271,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CAND1,protein_coding,ENSG00000111530,No enriched GO,No_kegg,AD_cluster3,core,non DEG
KRR1,protein_coding,ENSG00000111615,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SUDS3,protein_coding,ENSG00000111707,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FGFR1OP2,protein_coding,ENSG00000111790,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RBM24,protein_coding,ENSG00000112183,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NNT,protein_coding,ENSG00000112992,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC4A9,protein_coding,ENSG00000113073,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
HMGCR,protein_coding,ENSG00000113161,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GABRG2,protein_coding,ENSG00000113327,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TTC33,protein_coding,ENSG00000113638,No enriched GO,No_kegg,AD_cluster3,core,non DEG
WWC1,protein_coding,ENSG00000113645,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ARL6,protein_coding,ENSG00000113966,No enriched GO,No_kegg,AD_cluster3,core,non DEG
PFKFB4,protein_coding,ENSG00000114268,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MRPL3,protein_coding,ENSG00000114686,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ELMOD3,protein_coding,ENSG00000115459,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SLC25A12,protein_coding,ENSG00000115840,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
COX7A2L,protein_coding,ENSG00000115944,No enriched GO,kegg,AD_cluster3,non core,non DEG
PLEKHA3,protein_coding,ENSG00000116095,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
EPHA4,protein_coding,ENSG00000116106,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
KMO,protein_coding,ENSG00000117009,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SSX2IP,protein_coding,ENSG00000117155,No enriched GO,No_kegg,AD_cluster3,core,non DEG
P3H1,protein_coding,ENSG00000117385,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CAMSAP2,protein_coding,ENSG00000118200,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
B4GALT6,protein_coding,ENSG00000118276,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ELOVL4,protein_coding,ENSG00000118402,No enriched GO,No_kegg,AD_cluster3,core,non DEG
CNR1,protein_coding,ENSG00000118432,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RAB3GAP2,protein_coding,ENSG00000118873,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GDA,protein_coding,ENSG00000119125,No enriched GO,No_kegg,AD_cluster3,non core,Down-regulated
SENP5,protein_coding,ENSG00000119231,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RAD23B,protein_coding,ENSG00000119318,No enriched GO,No_kegg,AD_cluster3,core,non DEG
CNRIP1,protein_coding,ENSG00000119865,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NUDCD1,protein_coding,ENSG00000120526,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CEP89,protein_coding,ENSG00000121289,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
OCRL,protein_coding,ENSG00000122126,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ARL4A,protein_coding,ENSG00000122644,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RAB9B,protein_coding,ENSG00000123570,No enriched GO,No_kegg,AD_cluster3,core,Down-regulated
ARFGEF2,protein_coding,ENSG00000124198,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CSE1L,protein_coding,ENSG00000124207,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
HIF3A,protein_coding,ENSG00000124440,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MRS2,protein_coding,ENSG00000124532,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RPP40,protein_coding,ENSG00000124787,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FLRT3,protein_coding,ENSG00000125848,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
MKKS,protein_coding,ENSG00000125863,Cytoskeleton organization,No_kegg,AD_cluster3,core,non DEG
LAMP5,protein_coding,ENSG00000125869,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
KLHDC10,protein_coding,ENSG00000128607,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CGNL1,protein_coding,ENSG00000128849,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
SPCS3,protein_coding,ENSG00000129128,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ARHGEF9,protein_coding,ENSG00000131089,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
EFR3A,protein_coding,ENSG00000132294,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
UNK,protein_coding,ENSG00000132478,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
BTBD3,protein_coding,ENSG00000132640,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
DGLUCY,protein_coding,ENSG00000133943,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NAPG,protein_coding,ENSG00000134265,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ROCK2,protein_coding,ENSG00000134318,Cytoskeleton organization,No_kegg,AD_cluster3,non core,non DEG
CABLES1,protein_coding,ENSG00000134508,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
DDB2,protein_coding,ENSG00000134574,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
UBQLN1,protein_coding,ENSG00000135018,No enriched GO,No_kegg,AD_cluster3,core,non DEG
MRAP2,protein_coding,ENSG00000135324,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CAPRIN1,protein_coding,ENSG00000135387,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PIGC,protein_coding,ENSG00000135845,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
TTLL4,protein_coding,ENSG00000135912,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CAB39,protein_coding,ENSG00000135932,No enriched GO,No_kegg,AD_cluster3,core,non DEG
GCC2,protein_coding,ENSG00000135968,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SUCLA2,protein_coding,ENSG00000136143,No enriched GO,No_kegg,AD_cluster3,core,non DEG
MMD2,protein_coding,ENSG00000136297,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SCN2A,protein_coding,ENSG00000136531,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ANKRD42,protein_coding,ENSG00000137494,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SELENOI,protein_coding,ENSG00000138018,No enriched GO,No_kegg,AD_cluster3,core,non DEG
LRPPRC,protein_coding,ENSG00000138095,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
STAT4,protein_coding,ENSG00000138378,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
WDR12,protein_coding,ENSG00000138442,No enriched GO,No_kegg,AD_cluster3,core,non DEG
PPCDC,protein_coding,ENSG00000138621,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
AP1AR,protein_coding,ENSG00000138660,No enriched GO,No_kegg,AD_cluster3,core,non DEG
BBS7,protein_coding,ENSG00000138686,No enriched GO,No_kegg,AD_cluster3,core,non DEG
CDKL2,protein_coding,ENSG00000138769,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
KIF21A,protein_coding,ENSG00000139116,No enriched GO,No_kegg,AD_cluster3,core,non DEG
ETNK1,protein_coding,ENSG00000139163,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
GRTP1,protein_coding,ENSG00000139835,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RTN1,protein_coding,ENSG00000139970,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
NAA30,protein_coding,ENSG00000139977,No enriched GO,No_kegg,AD_cluster3,core,non DEG
LYSMD2,protein_coding,ENSG00000140280,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PSTPIP1,protein_coding,ENSG00000140368,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PMM2,protein_coding,ENSG00000140650,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
RPRD1A,protein_coding,ENSG00000141425,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CCDC40,protein_coding,ENSG00000141519,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
PIGK,protein_coding,ENSG00000142892,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SMYD2,protein_coding,ENSG00000143499,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
FBXO28,protein_coding,ENSG00000143756,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
ABHD1,protein_coding,ENSG00000143994,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
SCN1A,protein_coding,ENSG00000144285,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
UNC80,protein_coding,ENSG00000144406,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
DYNC1LI1,protein_coding,ENSG00000144635,No enriched GO,No_kegg,AD_cluster3,core,non DEG
IL17RD,protein_coding,ENSG00000144730,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
CISD2,protein_coding,ENSG00000145354,No enriched GO,No_kegg,AD_cluster3,non core,non DEG
